Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-ExampleIG.json	2218	-	0	0	0	0	0	0	15	1107	0	0	0	0	0	0	0	2	1	0	349	230	0	0	0	6	0	7
fsh-generated/resources/OperationDefinition-search-by-amka.json	938	47	0	0	2	1	0	0	0	138	0	0	0	0	0	0	0	0	0	0	92	112	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-AMKAExtention.json	1616	47	0	0	0	0	0	42	0	134	0	0	0	0	0	0	0	1	0	0	334	3366	0	0	1	4	0	0
fsh-generated/resources/StructureDefinition-EmergencyContactExtension.json	3660	31	0	0	0	0	0	109	0	326	0	0	1	0	0	0	0	2	0	0	1085	1690	0	0	0	15	0	0
fsh-generated/resources/StructureDefinition-GreekPatientProfile.json	1652	47	15	0	0	0	0	267	0	101	0	0	0	0	0	0	0	3	0	0	1284	2436	0	0	0	18	0	0
